Species,name,No,Date,FTime,psil,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci_Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo,Rdark,gastar,gm,Cc,CC_A,Photo_raw,Photo_addition,gm_Ci100to300,Cc_fromgm100300,Amax,g1,HHMMSS,Pot,ap_Vcmax,ap_Jmax,ap_TPU,ap_Vjratio,Vcmax,Jmax,TPU,Vjratio
8 E.occidentalis ,E.occidentalis ,3,706,4545,-0.622,20.24937148,0.209653226,214.7435751,24,24,0,0,582.3037109,1219.212402,879.4094238,-,0.522393547,0.278706957,-1,0.87,0.92,9.962339401,0.87498117,0.016154485,0.533519142,2.093774055,-1,1503.13562,0.5,183.2798358,2.825084796,1.35472798,25.00972939,2,4.644859791,1,9.289719582,21.8171711,25.00972939,20.7508297,387.2875671,378.7662964,17.010252,18.1191082,65.35656738,69.61700439,500.3167725,1503.13562,295.5453796,100.821434,2.30524826,0.316771567,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501583862,0.002825085,298.1597294,294.9671711,240.5016938,0.319911021,3.181522452,31.5560127,13.4369045,23.41345024,2.891060903,0.205026134,1.826794472,1.064266431,0.128549168,21.65075519,0.566955342,57.29803939,375.8240175,0.030867958,0,1315.215363,636.9086914,0.278706957,-,-2.870695413,3.742373811,0.258868504,136.5209594,6.741985032,20.24662649,0.002744991,0.230086574,126.7359563,36.42559761,1.675239258,15:01:19,0706occid_wet3b,106.8,161.5,12.4,0.66130031,132.8,150.9,11.4,0.880053015
8 E.occidentalis ,E.occidentalis ,2,706,1781,-0.585,19.00277101,0.254315878,251.1877351,35,35,0,0,582.3320313,1142.100586,892.6032715,-,0.49012194,0.218454764,-1,0.87,0.92,9.962339401,0.87498117,0.015231213,0.445715131,1.961253245,-1,1500.933716,0.5,143.447091,3.222140502,1.280301597,24.85700798,2,4.644859791,1,9.289719582,21.82240486,24.85700798,20.74995041,388.1794434,380.0939026,17.29795456,18.56202126,66.47341156,71.33102417,500.3424377,1500.933716,573.338562,100.8710098,2.392944336,0.320607245,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501712189,0.003222141,298.007008,294.9724049,240.1493892,0.255725937,3.152671425,31.25448462,12.69246336,23.33970642,2.878222233,0.24753923,1.872369828,1.005852404,0.155306914,25.3375605,0.66085705,59.46234182,377.3323528,0.029946059,0,1313.288738,559.7685547,0.218454764,-,-2.44444057,3.723497355,0.264651792,179.3848167,9.439929401,19.00297994,-0.000208933,0.232803196,169.5618324,24.36476716,2.451708179,16:17:58,0706occid_wet2b,90.6,113.4,8.4,0.798941799,82.7,97.5,7.2,0.848205128
8 E.occidentalis ,E.occidentalis ,4,622,3309.5,-0.58,24.78302971,0.494381053,290.7935368,4,4,0,0,629.2241211,1316.807251,985.9227295,-,0.522159283,0.25127787,-1,0.87,0.92,9.962339401,0.87498117,0.019667143,0.481228388,2.092747571,-1,1498.266235,0.5,164.7069579,4.593898453,0.96612981,25.05912971,2,4.644859791,1,9.289719582,23.0826416,25.05912971,22.31225395,390.4724426,379.8671875,20.13866425,21.93492317,72.07797241,78.50694275,500.2766113,1498.266235,324.9233398,101.4261246,1.559865594,0.279658854,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501383057,0.004593898,298.2091297,296.2326416,239.7225923,0.059032976,3.19090406,31.46037644,9.525453273,24.07088566,3.007751139,0.469400461,2.22477425,0.782976888,0.295521825,29.49406148,0.765513701,70.46372944,376.2657127,0.046410922,0,1310.954743,687.5831299,0.25127787,-,-2.411753986,3.748496024,0.388265528,226.963431,9.158017955,24.7827342,0.000295508,0.335836223,216.9985498,34.72109667,3.662849956,13:32:51,0622occid_wet4a,105.2,146,10.8,0.720547945,137.8,146.2,10.6,0.94254446
8 E.occidentalis ,E.occidentalis ,2,622,50.5,-0.45,23.48038446,0.513678143,297.0540852,16,16,0,0,622.8327637,1298.458984,950.5983887,-,0.520329274,0.267902645,-1,0.87,0.92,9.962339401,0.87498117,0.018653458,0.514871367,2.084763455,-1,1499.89856,0.5,175.7954376,5.785389235,1.175102525,24.93437386,2,4.644859791,1,9.289719582,24.29642296,24.93437386,24.06812477,390.3088379,380.0432434,17.36969757,19.63706779,57.79912567,65.34399414,500.29599,1499.89856,31.84250832,101.4487305,1.013845444,0.285583079,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.50147995,0.005785389,298.0843739,297.446423,239.9837642,-0.089581908,3.167258123,31.22028347,11.58321567,24.61539841,3.107495208,0.486762451,1.992155598,1.115339611,0.30653542,30.13575983,0.781632328,63.92513999,376.6310146,0.039853144,0,1312.382996,675.6262207,0.267902645,-,-3.487843298,3.733050311,0.211017469,185.7818547,7.912215195,23.48048068,-9.62E-05,0.233719141,196.5899796,32.42605943,4.537974275,15:28:12,0622occid_wet2a,104.1,130.9,9.6,0.79526356,148.6,128.9,9.3,1.152831652
8 E.occidentalis ,E.occidentalis ,3,624,603.5,-0.405,22.38703701,0.305553703,253.0650537,1,1,0,0,591.4494629,1466.812744,1096.745728,-,0.596779163,0.252293292,-1,0.87,0.92,9.962339401,0.87498117,0.017774379,0.422758213,2.480030562,-1,1503.69165,0.5,165.9713795,3.435536006,1.144474787,24.91431808,2,4.644859791,1,9.289719582,23.26136208,24.91431808,22.90253639,388.9072266,379.4367371,18.61665535,19.96269035,65.72770691,70.47999573,500.2772522,1503.69165,136.1773682,101.1384888,0.375974417,0.299070388,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501386261,0.003435536,298.0643181,296.4113621,240.5906587,0.281334815,3.163471121,31.27860777,11.31591742,24.08784008,3.010814111,0.295823593,2.018996334,0.991817777,0.185739989,25.59461709,0.666949267,64.05325758,376.1835917,0.038116558,0,1315.701879,875.3632813,0.252293292,-,-2.579812088,3.730571996,0.322526902,183.6536748,8.203572217,22.38578375,0.00125326,0.299841203,178.4020761,38.16085253,2.38155486,11:31:40,0624occid_wet3a,108.4,168.6,13.1,0.642941874,123.8,160.8,12.4,0.769900498
8 E.occidentalis ,E.occidentalis ,4,627,1299.500488,-0.4,24.72798849,0.469628617,287.2496687,1,1,0,0,625.3195801,1406.187378,1051.13147,-,0.555308496,0.252495445,-1,0.87,0.92,9.962339401,0.87498117,0.019585925,0.454694007,2.248749956,-1,1501.358521,0.5,165.8466382,4.56768512,1.008106114,24.94112968,2,4.644859791,1,9.289719582,23.50889587,24.94112968,23.09459686,391.1495667,380.5690613,19.53461075,21.32162666,68.07175446,74.29891968,500.3083191,1501.358521,253.0677338,101.3256912,0.833349228,0.283710718,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,2.501541595,0.004567685,298.0911297,296.6588959,240.2173579,0.090150903,3.168534674,31.27079259,9.949165925,24.22501278,3.035696076,0.447029665,2.16042856,0.875267516,0.281339674,29.10577124,0.754789861,68.89696883,376.9753582,0.045195811,0,1313.660434,780.8677979,0.252495445,-,-2.349555473,3.73388543,0.372995173,220.9539354,8.935378447,24.72925465,-0.001266161,0.352259924,217.0515371,33.96885159,3.521872655,11:02:23,0627occid_wet4a,105.3,148.6,11.6,0.708613728,136.9,148.2,11.4,0.923751687
9 E.striaticalyx,E.striaticalyx,41333,-,-,-5.88,5.992,0.0405,146.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5436,1.342,-,6,-,1,2.84,22.61,26.6,20.716,400.064,392.626,20.583,21.2212,75.856,78.21,500.14,1801,0,101.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3739,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7155,-,2 delete300450to1500,73.3,-,-,-,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41327,-,-,-5.193,6.3709,0.0379,114.7775,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4599,1.2102,24.93,6,1.42,1,2.84,21.1026,24.93,19.6762,399.7745,391.9184,18.8382,19.379,75.7134,77.887,500.3329,1798.9455,0.1806,100.9492,2.1364,0.0069,1,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0005,298.08,294.2526,287.8313,2.6623,3.1664,31.3667,11.9877,23.0163,2.8225,0.0374,1.9563,0.8662,0.0234,11.5867,0.2929,61.3038,388.8899,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4603,-,1,79.2,128.1,8.6,0.62,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41327,-,-,-5.193,5.5574,0.0403,164.6463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4991,1.2366,24.9283,6,1.42,1,2.84,21.5505,24.9283,20.359,400.5191,393.619,18.521,19.1081,72.4451,74.7413,500.3286,1799.0576,0.1612,100.9807,1.6591,-0.009,1,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0005,298.0783,294.7005,287.8492,2.7007,3.1661,31.3536,12.2456,23.2394,2.8608,0.0397,1.9295,0.9313,0.0249,16.6261,0.4183,60.4933,390.9773,0.0086,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.822,-,1new,69.2,122.6,8.8,0.56,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41325,-,-,-4.85,4.5059,0.0268,115.359,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4154,1.5381,26.2933,6,1.42,1,2.84,21.6906,26.2933,19.8244,398.9575,393.3575,18.3127,18.8015,70.8929,72.7854,500.2793,1800.6128,0.203,100.8016,2.6526,0.0045,1,-0.2196,2.7374,1,0,0.16,111115,0.8338,0.0004,299.4433,294.8406,288.098,2.575,3.4333,34.0597,15.2582,23.992,2.9935,0.0265,1.8952,1.0983,0.0166,11.6284,0.2933,54.415,391.2156,0.0063,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5027,-,1,66.9,-,-,-,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41324,-,-,-4.8,4.6088,0.0296,137.5019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3391,1.1365,24.8214,6,1.42,1,2.84,21.591,24.8214,20.3555,399.7264,394.0393,19.5635,19.962,76.0949,77.645,500.3282,1800.9474,0.2028,100.6649,2.0268,0.0196,0.8667,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0003,297.9714,294.741,288.1516,2.808,3.146,31.252,11.29,23.2062,2.8551,0.0293,2.0095,0.8456,0.0183,13.8416,0.349,63.307,391.8485,0.0074,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5615,-,1,67.4,112.6,8.1,0.6,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41332,-,-,-4.732,7.5286,0.0579,174.4778,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7211,1.2478,24.786,6,1.42,1,2.84,21.2039,24.786,20.1776,401.3421,391.9756,17.9397,18.7881,71.4603,74.84,500.3767,1800.852,0.1398,100.6745,0.2827,-0.0028,0.8667,-0.2196,2.7374,1,0,0.16,111115,0.834,0.0007,297.936,294.3539,288.1363,2.5626,3.1393,31.183,12.3949,22.9949,2.8189,0.0567,1.8915,0.9274,0.0356,17.5655,0.4451,60.0469,388.3969,0.0116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9506,-,2,82.2,133.9,10.3,0.61,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41332,-,-,-4.732,7.9909,0.0694,198.6527,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8917,1.2834,25.4451,4.5,1.7493,1,3.4987,21.3304,25.4451,19.5558,399.5714,392.069,18.9048,19.6911,74.6935,77.8002,500.2709,1799.2109,0.2913,100.6356,1.1143,0.0179,1,-0.2196,2.7374,1,0,0.16,111115,1.1117,0.0009,298.5951,294.4804,287.8737,1.9954,3.2651,32.4443,12.7532,23.3878,2.8866,0.0681,1.9816,0.905,0.0427,19.9915,0.5067,60.4255,388.9856,0.0124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.245,-,2new,66,136.3,11.1,0.48,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41323,-,-,-4.723,5.6969,0.0384,146.1475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5863,1.5229,26.673,6,1.42,1,2.84,21.483,26.673,19.6532,400.2026,393.0945,18.977,19.6663,74.6174,77.3278,500.3344,1800.6225,0.2531,101.0911,0.2228,-0.0267,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0006,299.823,294.633,288.0996,2.4055,3.511,34.731,15.0647,24.078,3.009,0.0379,1.9881,1.0209,0.0237,14.7742,0.3718,56.0065,390.3864,0.0082,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.755,-,1,70.8,132.5,9.1,0.53,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41323,-,-,-4.723,5.6365,0.04,158.1153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6111,1.526,25.5673,6,1.42,1,2.84,20.8239,25.5673,19.0432,400.1485,393.1007,16.7286,17.4487,68.4499,71.3964,500.3041,1799.3768,0.3541,101.0279,-0.4366,-0.0236,0.8667,-0.2196,2.7374,1,0,0.16,111115,0.8338,0.0006,298.7173,293.9739,287.9003,2.4593,3.2888,32.5538,15.1051,23.1956,2.8533,0.0394,1.7628,1.0905,0.0247,15.9741,0.4022,53.0714,390.4214,0.0077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8649,-,1new,69.4,127.6,9.3,0.54,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41321,-,-,-4.281,7.0198,0.0514,163.0445,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7108,1.3909,25.0044,6,1.42,1,2.84,21.057,25.0044,19.7734,399.8983,391.1465,16.8318,17.6691,68.0659,71.4521,500.3183,1800.4066,0.1627,101.287,-1.1345,-0.0178,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0007,298.1544,294.207,288.065,2.5177,3.1805,31.4012,13.7321,23.0307,2.825,0.0505,1.7897,1.0353,0.0316,16.5143,0.4168,55.9667,387.8096,0.0101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.891,-,1new2,99.1,146.7,10.7,0.68,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41327,-,-,-4.11,10.602,0.086,178.7087,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1008,1.2991,24.8096,6,1.42,1,2.84,20.2943,24.8096,18.4219,400.3466,387.1212,16.9773,18.2733,71.719,77.1937,500.312,1801.1467,0.2042,100.9512,2.33,0.0096,0.8333,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0011,297.9596,293.4443,288.1835,2.2436,3.1438,31.1414,12.8681,22.5519,2.7442,0.0834,1.8447,0.8994,0.0524,18.0409,0.4616,58.8764,382.0815,0.0163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.07,-,2,84.3,144.9,11.4,0.58,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41320,-,-,-4.001,6.4908,0.0429,139.5667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5518,1.2902,24.9999,6,1.42,1,2.84,21.1267,24.9999,19.9694,398.5924,390.5356,18.007,18.6575,72.4941,75.113,499.4218,1798.8377,0.1753,101.2686,-1.2781,-0.024,0.8667,-0.2196,2.7374,1,0,0.16,111115,0.8324,0.0006,298.1499,294.2767,287.814,2.6075,3.1797,31.3983,12.7408,23.0633,2.8305,0.0422,1.8894,0.9411,0.0264,14.1337,0.3574,58.9991,387.4502,0.0099,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6522,-,1new,96.6,-,-,-,-,-,-,-
9 E.striaticalyx,E.striaticalyx,42862,-,-,-3.9,10.57,0.12,226.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.31,1.14,23.96,6,1.42,1,2.84,22.8561,23.9602,22.1189,392.2827,379.0158,16.6275,18.1721,60.5415,66.1654,500.3997,1800.5983,25.6317,101.7762,2.7232,0.1613,1,-0.2196,2.7374,1,0,0.16,111115,0.834,0.0013,297.1102,296.0061,288.0957,2.5843,2.9878,29.3568,11.1847,23.4081,2.8901,0.1145,1.8495,1.0406,0.072,23.0736,0.5982,62.5471,373.9927,0.0177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7798,-,3,65.1,115.2,8.4,0.57,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41319,-,-,-3.855,6.7159,0.0432,133.9907,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5822,1.3536,24.8168,6,1.42,1,2.84,20.6202,24.8168,19.584,400.2786,391.9518,16.9972,17.683,70.6254,73.4749,500.3653,1800.4605,0.1695,101.3131,-1.7851,-0.0163,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0006,297.9668,293.7702,288.0737,2.5544,3.1451,31.0436,13.3606,22.7185,2.772,0.0425,1.7915,0.9805,0.0266,13.575,0.3419,56.5475,388.7594,0.0098,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6258,-,1,107.6,160.2,10.8,0.67,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41319,-,-,-3.855,6.995,0.0456,136.7084,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6101,1.3433,25.3998,6,1.42,1,2.84,20.4927,25.3998,18.6986,400.1434,391.4682,18.1635,18.8814,76.0692,79.0755,500.3141,1800.4146,0.2416,101.3155,-0.9473,-0.022,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0006,298.5498,293.6427,288.0663,2.4423,3.2563,32.14,13.2586,22.9463,2.8106,0.0448,1.913,0.8976,0.0281,13.8507,0.3492,58.336,388.1431,0.0105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6475,-,1new,91.8,142.4,10.4,0.64,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41325,-,-,-3.66,10.6581,0.0906,186.7805,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3196,1.4748,26.1953,6,1.42,1,2.84,21.6766,26.1953,19.8595,400.4105,387.016,17.6804,19.2325,68.5043,74.518,500.297,1799.3982,0.1251,100.8021,2.8178,-0.0046,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8338,0.0013,299.3453,294.8266,287.9037,2.113,3.4135,33.863,14.6305,23.936,2.9835,0.0878,1.9387,1.0448,0.0551,18.8279,0.4826,56.9888,381.9496,0.0159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.255,-,2,84.2,157.3,12.3,0.54,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41318,-,-,-3.6,9.3794,0.0656,151.1479,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7974,1.2259,25.0622,5.7,1.4859,1,2.9717,20.6218,25.0622,18.9971,400.5002,389.4605,18.5096,19.4004,76.9044,80.6056,500.3118,1799.3838,0.21,101.3161,-0.529,-0.0192,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8777,0.0008,298.2122,293.7718,287.9014,2.3133,3.1915,31.5004,12.1,22.842,2.7929,0.0642,1.9656,0.8273,0.0403,15.3137,0.3881,61.4366,385.1996,0.015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7502,-,1,91.5,150.3,10.6,0.61,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41318,-,-,-3.6,9.2776,0.0582,122.8561,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7577,1.3131,24.9357,6,1.42,1,2.84,20.7025,24.9357,19.3576,399.4786,388.0004,17.4208,18.3128,71.9848,75.6708,500.3388,1798.8999,0.3023,101.2643,-1.0024,-0.0325,0.8889,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0008,298.0857,293.8525,287.824,2.4539,3.1676,31.2802,12.9674,22.8191,2.789,0.057,1.8544,0.9346,0.0357,12.4409,0.3166,58.3454,383.5903,0.0141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5661,-,1new,118.5,160.2,11.1,0.74,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41323,-,-,-3.546,7.0551,0.0502,155.7167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8736,1.7386,27.1324,6,1.42,1,2.84,21.9483,27.1324,20.1309,400.4974,391.6263,17.481,18.5093,66.7124,70.6368,500.3128,1800.6167,0.2431,100.9469,0.7174,-0.0275,0.8667,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0009,300.2824,295.0983,288.0987,2.2519,3.6071,35.7325,17.2232,24.5403,3.0936,0.0493,1.8685,1.2251,0.0309,15.7191,0.3976,51.3169,388.2727,0.0093,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9331,-,2,92,-,10.5,-,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41323,-,-,-3.546,6.1641,0.0402,140.3212,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5599,1.3865,25.1317,5.18,1.6,1,3.2001,21.0301,25.1317,19.7741,400.8509,394.2406,17.4596,18.0288,70.4162,72.7121,500.3322,1799.4731,0.2175,100.85,-1.0879,-0.0427,0.8667,-0.2196,2.7374,1,0,0.16,111115,0.9659,0.0006,298.2817,294.1801,287.9157,2.3194,3.2047,31.7772,13.7484,23.0809,2.8336,0.0397,1.8182,1.0154,0.0249,14.1514,0.3559,56.1808,391.6402,0.0088,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6682,-,2new,88.5,-,-,-,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41308,-,-,-3.51,10.8816,0.0807,159.6899,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0171,1.2707,25.0636,6,1.42,1,2.84,20.5697,25.0636,19.189,399.9598,386.4398,17.9107,19.1071,74.0853,79.0338,500.3495,1800.6776,0.1235,100.542,-1.0291,-0.0124,0.9444,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.001,298.2136,293.7197,288.1084,2.2869,3.1918,31.7455,12.6385,22.8166,2.7886,0.0784,1.9211,0.8675,0.0492,16.0555,0.4132,60.2781,381.2672,0.0172,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8658,-,1,116.9,166.2,11.6,0.7,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41308,-,-,-3.51,9.7179,0.0696,153.8626,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8976,1.2951,24.9027,6,1.42,1,2.84,20.6351,24.9027,19.1881,399.6014,387.5303,17.497,18.5535,72.1119,76.4661,500.3275,1799.7947,0.229,100.583,-0.8585,-0.0122,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0009,298.0527,293.7851,287.9671,2.3783,3.1613,31.4296,12.8761,22.7689,2.7805,0.068,1.8662,0.9144,0.0426,15.476,0.397,58.9875,382.9109,0.015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8088,-,1new,119.3,154.8,10.9,0.77,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41324,-,-,-3.506,11.8941,0.1059,193.3995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1755,1.1289,24.7627,6,1.42,1,2.84,21.1897,24.7627,19.8741,399.0595,384.2537,18.5641,19.9457,73.9404,79.443,500.3115,1800.741,0.0988,100.5769,2.3386,0.0362,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.0012,297.9127,294.3397,288.1186,2.3263,3.135,31.17,11.2243,22.9762,2.8157,0.1021,2.0061,0.8096,0.0641,19.4515,0.5033,64.3735,378.5999,0.0202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.187,-,2,92.4,161.9,12.7,0.57,-,-,-,-
9 E.striaticalyx,E.striaticalyx,42837,-,-,-3.27,12.079,0.11,193.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,1.12,24.67,4.65,1.7164,1,3.4328,21.2165,24.6749,19.9704,392.4254,380.7766,18.5766,19.6661,74.6486,79.0267,500.3529,1799.2546,388.4391,101.6393,3.1445,0.2599,0.6667,-0.2196,2.7374,1,0,0.16,111115,1.076,0.0012,297.8249,294.3665,287.8807,1.9723,3.1186,30.6826,11.0165,22.9457,2.8105,0.1058,1.9989,0.8116,0.0664,19.6955,0.5089,64.3035,376.0263,0.0207,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2145,-,3,106,173.9,12,0.61,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41321,-,-,-3.061,13.8124,0.1073,164.6575,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3819,1.3206,24.9769,6,1.42,1,2.84,21.5569,24.9769,20.7525,400.3548,383.1583,16.6831,18.3097,65.4352,71.8152,500.4014,1800.5786,0.1646,101.2977,-2.0599,-0.0496,0.9333,-0.2196,2.7374,1,0,0.16,111115,0.834,0.0014,298.1269,294.7069,288.0926,2.2364,3.1753,31.3464,13.0366,23.2669,2.8656,0.1034,1.8547,1.0109,0.0649,16.6794,0.4297,58.9048,376.5925,0.0216,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9683,-,2,115.3,166.8,12.3,0.69,-,-,-,-
9 E.striaticalyx,E.striaticalyx,41319,-,-,-2.91,11.3034,0.0801,148.3435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0324,1.3098,24.8657,6,1.42,1,2.84,20.5385,24.8657,19.1905,399.3731,385.341,16.9946,18.2101,70.9541,76.0289,500.3334,1800.3588,0.2066,101.2886,-0.9041,-0.0243,1,-0.2196,2.7374,1,0,0.16,111115,0.8339,0.001,298.0157,293.6885,288.0574,2.3016,3.1543,31.1419,12.9318,22.7021,2.7693,0.0779,1.8445,0.9248,0.0489,15.0255,0.385,58.5914,379.9679,0.0174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7834,-,2,121,178.2,12.6,0.68,-,-,-,-
